UserID,Video,Main_Category_list
6,11,"['Popular Science', 'Creative Editing/Dubbing', 'Technology', 'Education and Campus', 'Art Creation', 'Social and Political News', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Art Creation', 'Celebrity Entertainment', 'Art Creation', 'Workplace/Interpersonal Relationships', 'Education and Campus', 'Social and Political News', 'Satirical Parody', 'Public Service Advertising', 'Technology', 'Celebrity Entertainment', 'Outfit Recommendations']"
6,12,"['Vlog/Insights Sharing', 'Product Review', 'Outfit Recommendations', 'Animation/Anime', 'Outfit Recommendations', 'Movie Commentary', 'Social and Political News', 'Street Interviews', 'Social and Political News', 'Music', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Art Creation', 'Education and Campus', 'Education and Campus', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Social and Political News', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Education and Campus']"
6,13,"['Outfit Recommendations', 'Outfit Recommendations', 'Music', 'Social and Political News', 'Social and Political News', 'Animation/Anime', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Medical Health', 'Social and Political News', 'Outfit Recommendations', 'Outfit Recommendations', 'Celebrity Entertainment', 'Outfit Recommendations', 'Outfit Recommendations', 'Social and Political News', 'Music', 'Fitness and Beauty', 'Product Review', 'Education and Campus', 'Medical Health', 'Cute Pets']"
6,14,"['Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Art Creation', 'Technology', 'Education and Campus', 'Dance', 'Automobiles', 'Popular Science', 'Social and Political News', 'Satirical Parody', 'Workplace/Interpersonal Relationships', 'Popular Science', 'Education and Campus', 'Landscape Photography', 'Outfit Recommendations', 'Outfit Recommendations', 'Fitness and Beauty', 'Outfit Recommendations', 'Outfit Recommendations', 'Product Review', 'Music', 'Outfit Recommendations', 'Education and Campus', 'Outfit Recommendations']"
8,1,"['Music', 'Social and Political News', 'Popular Science', 'Social and Political News', 'Social and Political News', 'Product Review', 'Satirical Parody', 'Fitness and Beauty', 'Creative Editing/Dubbing', 'Outfit Recommendations', 'Fitness and Beauty', 'Education and Campus', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Social and Political News', 'Outfit Recommendations', 'Education and Campus', 'Satirical Parody', 'Outfit Recommendations']"
8,2,"['Outfit Recommendations', 'Outfit Recommendations', 'Satirical Parody', 'Dance', 'Education and Campus', 'Cute Pets', 'Social and Political News', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Social and Political News', 'Popular Science', 'Satirical Parody', 'Automobiles', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations']"
8,3,"['Outfit Recommendations', 'Social and Political News', 'Dance', 'Creative Editing/Dubbing', 'Product Review', 'Short Skits', 'Social and Political News', 'Social and Political News', 'Social and Political News', 'Popular Science', 'Product Review', 'Landscape Photography', 'Popular Science', 'Product Review', 'Outfit Recommendations', 'Art Creation', 'Product Review', 'Fitness and Beauty', 'Social and Political News']"
8,4,"['Technology', 'Outfit Recommendations', 'Social and Political News', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Social and Political News', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships', 'Celebrity Entertainment', 'Education and Campus', 'Dance', 'Outfit Recommendations', 'Outfit Recommendations', 'Food', 'Outfit Recommendations', 'Product Review']"
8,5,"['Product Review', 'Outfit Recommendations', 'Outfit Recommendations', 'Short Skits', 'Social and Political News', 'Social and Political News', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Satirical Parody', 'Social and Political News', 'Cute Pets', 'Social and Political News', 'Satirical Parody', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Social and Political News', 'Satirical Parody']"
8,6,"['Social and Political News', 'Outfit Recommendations', 'Outfit Recommendations', 'Social and Political News', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Social and Political News', 'Art Creation', 'Popular Science', 'Landscape Photography', 'Popular Science', 'Outfit Recommendations', 'Satirical Parody', 'Film/Variety Editing', 'Satirical Parody', 'Outfit Recommendations', 'Medical Health', 'Cute Pets', 'Education and Campus', 'Satirical Parody', 'Workplace/Interpersonal Relationships', 'Popular Science', 'Technology']"
8,7,"['Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Popular Science', 'Satirical Parody', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Landscape Photography', 'Outfit Recommendations', 'Satirical Parody', 'Landscape Photography', 'Automobiles', 'Street Interviews', 'Outfit Recommendations', 'Outfit Recommendations', 'Satirical Parody', 'Landscape Photography', 'Vlog/Insights Sharing', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations']"
8,8,"['Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Popular Science', 'Social and Political News', 'Outfit Recommendations', 'Technology', 'Outfit Recommendations', 'Art Creation', 'Satirical Parody', 'Outfit Recommendations', 'Outfit Recommendations', 'Outfit Recommendations', 'Satirical Parody', 'Workplace/Interpersonal Relationships', 'Celebrity Entertainment', 'Satirical Parody', 'Medical Health', 'Fitness and Beauty', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Product Review']"
8,9,"['Social and Political News', 'Social and Political News', 'Outfit Recommendations', 'Social and Political News', 'Popular Science', 'Cute Pets', 'Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships', 'Satirical Parody', 'Automobiles', 'Landscape Photography', 'Art Creation', 'Outfit Recommendations', 'Popular Science', 'Education and Campus', 'Creative Editing/Dubbing', 'Dance', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Social and Political News', 'Art Creation', 'Fitness and Beauty', 'Art Creation', 'Satirical Parody', 'Education and Campus', 'Satirical Parody', 'Fitness and Beauty']"
8,10,"['Outfit Recommendations', 'Dance', 'Public Service Advertising', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Product Review', 'Education and Campus', 'Creative Editing/Dubbing', 'Social and Political News', 'Social and Political News', 'Education and Campus', 'Satirical Parody', 'Fitness and Beauty', 'Medical Health', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Social and Political News', 'Social and Political News']"
8,11,"['Social and Political News', 'Satirical Parody', 'Food', 'Satirical Parody', 'Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Outfit Recommendations', 'Social and Political News', 'Social and Political News', 'Satirical Parody', 'Satirical Parody', 'Music', 'Satirical Parody', 'Social and Political News', 'Satirical Parody', 'Social and Political News', 'Social and Political News']"
8,12,"['Landscape Photography', 'Social and Political News', 'Outfit Recommendations', 'Outfit Recommendations', 'Satirical Parody', 'Food', 'Food', 'Satirical Parody', 'Workplace/Interpersonal Relationships', 'Creative Editing/Dubbing', 'Landscape Photography', 'Landscape Photography', 'Art Creation', 'Street Interviews', 'Satirical Parody', 'Outfit Recommendations', 'Popular Science', 'Satirical Parody', 'Education and Campus', 'Satirical Parody', 'Technology', 'Outfit Recommendations', 'Celebrity Entertainment', 'Landscape Photography', 'Landscape Photography', 'Landscape Photography', 'Fitness and Beauty']"
8,13,"['Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Celebrity Entertainment', 'Social and Political News', 'Satirical Parody', 'Satirical Parody', 'Celebrity Entertainment', 'Social and Political News', 'Social and Political News', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Social and Political News', 'Local Culture and Tourism', 'Social and Political News', 'Workplace/Interpersonal Relationships', 'Medical Health', 'Fitness and Beauty']"
8,14,"['Outfit Recommendations', 'Medical Health', 'Social and Political News', 'Outfit Recommendations', 'Social and Political News', 'Outfit Recommendations', 'Satirical Parody', 'Satirical Parody', 'Outfit Recommendations', 'Outfit Recommendations', 'Street Interviews', 'Technology', 'Celebrity Entertainment']"
9,1,"['Satirical Parody', 'Art Creation', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Education and Campus', 'Cute Pets', 'Outfit Recommendations', 'Landscape Photography', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Workplace/Interpersonal Relationships', 'Fitness and Beauty']"
9,2,"['Workplace/Interpersonal Relationships', 'Vlog/Insights Sharing', 'Food', 'Outfit Recommendations', 'Food', 'Technology', 'Creative Editing/Dubbing', 'Creative Editing/Dubbing', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Product Review', 'Outfit Recommendations', 'Fitness and Beauty']"
9,3,"['Outfit Recommendations', 'Technology', 'Movie Commentary', 'Social and Political News', 'Social and Political News', 'Social and Political News', 'Technology', 'Technology', 'Education and Campus', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Workplace/Interpersonal Relationships', 'Outfit Recommendations', 'Outfit Recommendations', 'Product Review', 'Education and Campus', 'Outfit Recommendations', 'Education and Campus']"
